Date,County,None,D0,D1,D2,D3,D4
2013-06,Stanislaus,0.0,0.0,31.285,68.715,0.0,0.0
2013-06,Sutter,0.0,0.0,75.0,25.0,0.0,0.0
2013-06,Tehama,0.0,0.0,75.0,25.0,0.0,0.0
2013-06,Trinity,0.0,0.0,57.485,42.515,0.0,0.0
2013-06,Tulare,0.0,0.0,0.0,100.0,0.0,0.0
2013-06,Tuolumne,0.0,0.0,25.224999999999998,74.775,0.0,0.0
2013-06,Ventura,0.0,1.25,0.08,98.67,0.0,0.0
2013-06,Yolo,0.0,0.0,75.0,25.0,0.0,0.0
2013-06,Yuba,0.0,0.0,75.0,25.0,0.0,0.0
2013-07,Alameda,0.0,0.0,0.0,100.0,0.0,0.0
2013-07,Alpine,0.0,0.0,22.344,77.65599999999999,0.0,0.0
2013-07,Amador,0.0,0.0,0.0,100.0,0.0,0.0
2013-07,Butte,0.0,0.0,0.0,100.0,0.0,0.0
2013-07,Calaveras,0.0,0.0,0.0,100.0,0.0,0.0
2013-07,Colusa,0.0,0.0,0.0,100.0,0.0,0.0
2013-07,Contra Costa,0.0,0.0,0.0,100.0,0.0,0.0
2013-07,Del Norte,0.0,0.0,12.649999999999999,87.35,0.0,0.0
2013-07,El Dorado,0.0,0.0,5.768,94.232,0.0,0.0
2013-07,Fresno,0.0,0.0,0.0,100.0,0.0,0.0
2013-07,Glenn,0.0,0.0,0.0,100.0,0.0,0.0
2013-07,Humboldt,0.0,0.0,0.0,100.0,0.0,0.0
2013-07,Imperial,0.0,3.3579999999999997,15.823999999999998,80.818,0.0,0.0
2013-07,Inyo,0.0,0.0,0.0,100.0,0.0,0.0
2013-07,Kern,0.0,0.0,0.0,100.0,0.0,0.0
2013-07,Kings,0.0,0.0,0.0,100.0,0.0,0.0
2013-07,Lake,0.0,0.0,0.0,100.0,0.0,0.0
2013-07,Lassen,0.0,0.0,4.992,95.008,0.0,0.0
2013-07,Los Angeles,0.0,0.0,3.25,96.75,0.0,0.0
2013-07,Madera,0.0,0.0,0.0,100.0,0.0,0.0
2013-07,Marin,0.0,0.0,0.0,100.0,0.0,0.0
2013-07,Mariposa,0.0,0.0,0.0,100.0,0.0,0.0
2013-07,Mendocino,0.0,0.0,0.0,100.0,0.0,0.0
2013-07,Merced,0.0,0.0,0.0,100.0,0.0,0.0
2013-07,Modoc,0.0,0.0,0.0,100.0,0.0,0.0
2013-07,Mono,0.0,0.0,0.036,99.96399999999998,0.0,0.0
2013-07,Monterey,0.0,0.0,0.0,100.0,0.0,0.0
2013-07,Napa,0.0,0.0,0.0,100.0,0.0,0.0
2013-07,Nevada,0.0,0.0,6.279999999999999,93.72,0.0,0.0
2013-07,Orange,0.0,0.0,0.0,100.0,0.0,0.0
2013-07,Placer,0.0,0.0,7.448,92.55199999999999,0.0,0.0
2013-07,Plumas,0.0,0.0,1.136,98.86399999999999,0.0,0.0
2013-07,Riverside,0.0,10.64,9.774000000000001,79.586,0.0,0.0
2013-07,Sacramento,0.0,0.0,0.0,100.0,0.0,0.0
2013-07,San Benito,0.0,0.0,0.0,100.0,0.0,0.0
