Date,County,Duration,AcresBurned
2020-06,Merced,6.0,2192.0
2020-06,San Luis Obispo,1.0,33.0
2020-06,Lassen,1.0,12.0
2020-06,Butte,4.0,136.0
2020-06,Trinity,25.0,62.0
2020-07,Kern,3.0,2900.0
2020-07,Los Angeles,5.0,648.0
2020-07,Madera,2.0,597.0
2020-07,San Luis Obispo,3.0,157.0
2020-07,San Bernardino,4.0,62.0
2020-07,Alameda,2.0,108.0
2020-07,Santa Clara,2.0,343.0
2020-07,Santa Clara,9.0,5513.0
2020-07,Los Angeles,6.0,1525.0
2020-07,San Joaquin,1.0,150.0
2020-07,Solano,4.0,75.0
2020-07,Colusa,3.0,25.0
2020-07,Riverside,1.0,10.0
2020-07,Santa Clara,1.0,31.0
2020-07,Madera,5.0,108.0
2020-07,Riverside,1.0,2.0
2020-07,Butte,3.0,33.0
2020-07,Riverside,3.0,91.0
2020-07,Fresno,14.0,29667.0
2020-07,San Benito,4.0,1508.0
2020-07,Mariposa,4.0,48.0
2020-07,Yuba,1.0,500.0
2020-07,Alameda,4.0,253.0
2020-07,San Bernardino,4.0,119.0
2020-07,Siskiyou,11.0,557.0
2020-07,Lassen,31.0,9564.0
2020-07,Shasta,9.0,340.0
2020-07,Lassen,24.0,22634.0
2020-07,Humboldt,30.0,100.0
2020-07,Butte,2.0,30.0
2020-07,Contra Costa,1.0,75.0
2020-07,San Bernardino,2.0,71.0
2020-07,Madera,2.0,135.0
2020-07,Mono,23.0,120.0
2020-07,Siskiyou,28.0,83261.0
2020-07,Modoc,28.0,83261.0
2020-07,Riverside,2.0,145.0
2020-07,Colusa,2.0,138.0
2020-07,Riverside,4.0,250.0
2020-07,Sacramento,1.0,51.0
2020-07,Los Angeles,4.0,321.0
2020-07,Humboldt,5.0,25.0
2020-07,San Luis Obispo,5.0,3022.0
2020-07,San Bernardino,4.0,185.0
2020-07,Sacramento,2.0,730.0
2020-07,Riverside,2.0,104.0
2020-07,Los Angeles,16.0,220.0
2020-07,Kern,2.0,233.0
2020-08,Tehama,45.0,684.0
2020-08,Los Angeles,45.0,178.0
2020-08,San Luis Obispo,9.0,1962.0
2020-08,El Dorado,1.0,36.0
2020-08,Riverside,3.0,52.0
2020-08,Lassen,9.0,6882.0
2020-08,Colusa,4.0,560.0
2020-08,Los Angeles,3.0,120.0
2020-08,Yuba,2.0,600.0
2020-08,Los Angeles,4.0,200.0
2020-08,Kern,16.0,7760.0
2020-08,Fresno,17.0,594.0
2020-08,San Luis Obispo,2.0,280.0
2020-08,Kern,2.0,277.0
2020-08,Los Angeles,40.0,210.0
2020-08,Mendocino,3.0,177.0
2020-08,Placer,2.0,65.0
2020-08,Lassen,2.0,285.0
2020-08,Kern,1.0,424.0
2020-08,Los Angeles,48.0,31089.0
2020-08,San Luis Obispo,1.0,183.0
2020-08,Sacramento,2.0,512.0
2020-08,Los Angeles,54.0,4237.0
2020-08,Butte,1.0,110.0
2020-08,Sierra,13.0,47029.0
2020-08,San Luis Obispo,5.0,312.0
2020-08,San Luis Obispo,2.0,20.0
2020-08,Glenn,2.0,727.0
2020-08,Mendocino,88.0,1032648.0
2020-08,Humboldt,88.0,1032648.0
2020-08,Trinity,88.0,1032648.0
2020-08,Tehama,88.0,1032648.0
2020-08,Glenn,88.0,1032648.0
2020-08,Lake,88.0,1032648.0
2020-08,Colusa,88.0,1032648.0
2020-08,Nevada,12.0,705.0
2020-08,Glenn,3.0,275.0
2020-08,El Dorado,3.0,14.0
2020-08,Santa Cruz,38.0,86509.0
2020-08,San Mateo,38.0,86509.0
2020-08,Santa Clara,45.0,396624.0
2020-08,Alameda,45.0,396624.0
2020-08,Contra Costa,45.0,396624.0
2020-08,San Joaquin,45.0,396624.0
2020-08,Stanislaus,45.0,396624.0
2020-08,Mendocino,4.0,62.0
2020-08,Mendocino,4.0,820.0
2020-08,Napa,47.0,363220.0
2020-08,Sonoma,47.0,363220.0
2020-08,Lake,47.0,363220.0
2020-08,Yolo,47.0,363220.0
2020-08,Solano,47.0,363220.0
2020-08,Tehama,52.0,19609.0
2020-08,Glenn,52.0,19609.0
2020-08,Calaveras,1.0,55.0
2020-08,Tuolumne,11.0,2857.0
2020-08,San Diego,3.0,45.0
2020-08,Santa Clara,6.0,143.0
2020-08,Plumas,19.0,29570.0
2020-08,Marin,46.0,4929.0
2020-08,Lassen,6.0,567.0
2020-08,Los Angeles,3.0,290.0
2020-08,Madera,1.0,688.0
2020-09,Lake,2.0,13.0
2020-09,San Bernardino,73.0,22744.0
2020-09,Riverside,73.0,22744.0
2020-09,San Diego,20.0,16390.0
2020-09,Mendocino,8.0,1100.0
2020-09,Yuba,6.0,1311.0
2020-09,Stanislaus,2.0,45.0
2020-09,Siskiyou,9.0,45.0
2020-09,Siskiyou,11.0,50.0
2020-09,Fresno,59.0,1185.0
2020-09,Siskiyou,15.0,2188.0
2020-09,Santa Barbara,3.0,111.0
2020-09,Napa,24.0,67484.0
2020-09,Sonoma,24.0,67484.0
2020-09,Shasta,17.0,56338.0
2020-09,Tehama,17.0,56338.0
2020-09,Los Angeles,3.0,230.0
2020-09,Riverside,2.0,227.0
2020-09,Amador,4.0,48.0
2020-10,Sacramento,2.0,20.0
2020-10,Amador,3.0,21.0
2020-10,Yuba,1.0,56.0
2020-10,Contra Costa,2.0,30.0
2020-10,Calaveras,3.0,21.0
2020-10,San Bernardino,2.0,170.0
2020-10,El Dorado,4.0,15.0
2020-10,Butte,1.0,6.0
2020-10,Napa,3.0,61.0
2020-10,Shasta,1.0,5.0
2020-10,Orange,13.0,12466.0
2020-10,Orange,13.0,13964.0
2020-11,Los Angeles,2.0,131.0
2020-12,Riverside,12.0,1087.0
2020-12,Orange,9.0,6686.0
2020-12,Lassen,1.0,24.0
2020-12,Ventura,2.0,174.0
2020-12,Riverside,2.0,1933.0
2021-01,Ventura,2.0,250.0
2021-01,Kern,2.0,685.0
2021-01,Riverside,2.0,43.0
2021-01,Los Angeles,4.0,184.0
2021-01,Santa Cruz,4.0,20.0
2021-01,Santa Cruz,4.0,37.0
2021-03,Kern,7.0,86.0
2021-03,Siskiyou,3.0,873.0
2021-04,Shasta,1.0,35.0
2021-04,Ventura,2.0,25.0
2021-04,San Diego,2.0,28.0
2021-04,Mendocino,7.0,200.0
2021-04,Sutter,13.0,80.0
2021-04,Merced,1.0,93.0
2021-04,Los Angeles,6.0,650.0
2021-04,Lake,3.0,65.0
2021-05,San Diego,5.0,5366.0
2021-05,Riverside,1.0,32.0
2021-05,Riverside,2.0,226.0
2021-05,Butte,1.0,549.0
2021-05,Calaveras,1.0,118.0
2021-05,Sacramento,1.0,44.0
2021-05,Yuba,1.0,35.0
2021-05,Los Angeles,9.0,442.0
2021-05,Merced,2.0,97.0
2021-05,Lassen,2.0,29.0
2021-05,Los Angeles,13.0,1202.0
2021-05,Riverside,2.0,300.0
2021-05,Riverside,2.0,17.0
2021-05,El Dorado,3.0,45.0
2021-05,Los Angeles,3.0,300.0
2021-05,Humboldt,17.0,25.0
2021-05,Mendocino,4.0,18.0
2021-05,Riverside,4.0,115.0
2021-05,Mariposa,5.0,197.0
2021-05,Stanislaus,2.0,508.0
2021-05,Madera,4.0,45.0
2021-06,Riverside,1.0,28.0
2021-06,Riverside,3.0,43.0
2021-06,Madera,3.0,50.0
2021-06,San Bernardino,3.0,250.0
2021-06,San Diego,3.0,1000.0
2021-06,Yolo,2.0,34.0
2021-06,Riverside,9.0,341.0
2021-06,Yuba,2.0,150.0
2021-06,Santa Clara,1.0,35.0
2021-06,Riverside,1.0,15.0
2021-06,Shasta,6.0,108.0
2021-06,Tehama,10.0,165.0
2021-06,El Dorado,1.0,10.0
2021-06,Lake,1.0,42.0
2021-06,Butte,3.0,402.0
2021-06,Inyo,4.0,560.0
2021-06,Tulare,3.0,11.0
2021-06,Tulare,5.0,800.0
2021-06,Tulare,14.0,1265.0
2021-06,Monterey,24.0,2877.0
2021-06,Kern,3.0,48.0
2021-06,San Diego,6.0,515.0
2021-06,Riverside,3.0,95.0
2021-06,Inyo,21.0,592.0
2021-06,Shasta,7.0,761.0
2021-06,Riverside,2.0,20.0
2021-06,San Diego,2.0,53.0
2021-06,Placer,1.0,42.0
2021-06,Modoc,8.0,580.0
2021-06,San Benito,2.0,145.0
2021-06,San Diego,5.0,350.0
2021-06,Modoc,5.0,134.0
2021-06,Santa Clara,1.0,37.0
2021-06,El Dorado,2.0,11.0
2021-06,Siskiyou,72.0,26409.0
2021-06,Kern,3.0,220.0
2021-06,Kern,4.0,1984.0
2021-06,Butte,13.0,76.0
2021-06,Fresno,3.0,140.0
2021-06,San Bernardino,4.0,35.0
2021-06,Riverside,2.0,122.0
2021-06,Madera,2.0,35.0
2021-06,Siskiyou,18.0,10580.0
2021-06,Siskiyou,6.0,118.0
2021-06,Fresno,9.0,277.0
2021-06,Shasta,20.0,12660.0
2021-07,Tulare,2.0,384.0
2021-07,Plumas,81.0,105670.0
2021-07,Los Angeles,9.0,868.0
2021-07,Fresno,2.0,75.0
2021-07,Modoc,11.0,1011.0
2021-07,Mendocino,3.0,80.0
2021-07,Merced,1.0,92.0
2021-07,Modoc,7.0,110.0
2021-07,San Diego,8.0,86.0
2021-07,Contra Costa,1.0,128.0
2021-07,Kern,2.0,71.0
2021-07,Mariposa,9.0,9656.0
2021-07,Siskiyou,5.0,357.0
2021-07,Mono,19.0,2965.0
2021-07,Tehama,3.0,43.0
2021-07,Marin,2.0,35.0
2021-06,Alpine,36.0,1320.0
2021-07,Tehama,4.0,43.0
2021-07,Lassen,5.0,55.0
2021-07,Kern,25.0,2098.0
2021-07,Yuba,3.0,45.0
2021-07,Tulare,6.0,100.0
2021-07,Monterey,4.0,171.0
2021-07,Plumas,11.0,85.0
2021-07,Shasta,49.0,122653.0
2021-07,Trinity,49.0,122653.0
2021-07,Tehama,49.0,122653.0
2021-07,Calaveras,3.0,153.0
2021-07,Los Angeles,2.0,340.0
2021-08,Shasta,1.0,50.0
2021-08,Los Angeles,14.0,50.0
2021-08,Shasta,7.0,60.0
2021-08,Nevada,10.0,2619.0
2021-08,Placer,10.0,2619.0
2021-08,Shasta,7.0,20.0
2021-08,Yuba,11.0,184.0
2021-08,Lake,3.0,127.0
2021-08,Mendocino,6.0,50.0
2021-08,Tulare,33.0,8777.0
2021-08,Lake,6.0,83.0
2021-08,Riverside,4.0,295.0
2021-08,Shasta,1.0,10.0
2021-08,Calaveras,11.0,639.0
2021-08,San Bernardino,9.0,819.0
2021-08,Riverside,4.0,160.0
2021-08,Tuolumne,7.0,100.0
2021-08,San Bernardino,6.0,50.0
2021-08,Riverside,5.0,1427.0
2021-08,San Diego,5.0,1427.0
2021-08,San Bernardino,5.0,61.0
2021-08,Humboldt,16.0,2421.0
2021-08,Humboldt,10.0,16.0
2021-09,Amador,3.0,46.0
2021-09,Placer,10.0,411.0
2021-09,San Diego,5.0,54.0
2021-09,Santa Barbara,3.0,70.0
2021-09,Los Angeles,7.0,464.0
2021-09,Mendocino,9.0,257.0
2021-09,Madera,1.0,42.0
2021-09,San Bernardino,2.0,71.0
2021-09,Napa,2.0,116.0
2021-09,Sonoma,2.0,116.0
2021-09,Shasta,11.0,8578.0
2021-10,Trinity,7.0,80.0
2021-10,Tehama,2.0,24.0
2021-10,Kings,2.0,447.0
2021-10,Napa,2.0,132.0
2021-10,Trinity,2.0,59.0
2021-10,Modoc,2.0,200.0
